zdaid;zdaversion;zdacreated;zdachanged;zdaname;zdaxepsg2154;zdayepsg2154;zdcid;zdapostalregion;zdatown;zdatype
43209;1099710-1099711;2014-12-29T00:00:00+00:00;2021-10-22T10:59:14+00:00;Trappes;626997;6853202;463850;78621;Trappes;railStation
47118;1119853-1119854;2014-12-29T00:00:00+00:00;2021-10-22T10:59:05+00:00;Souppes - Château-Landon;680368;6786790;61094;77458;Souppes-sur-Loing;railStation
43189;1099087-1099088;2014-12-29T00:00:00+00:00;2021-10-22T10:58:51+00:00;Sannois;646103;6874799;65441;95582;Sannois;railStation
48964;1098774-1098775;2014-12-29T00:00:00+00:00;2021-10-22T10:58:39+00:00;Saint-Leu-la-Forêt;644617;6879746;66452;95563;Saint-Leu-la-Forêt;railStation
47948;1097359-1097360;2014-12-29T00:00:00+00:00;2021-10-22T10:58:12+00:00;Ris-Orangis;656913;6840036;60839;91521;Ris-Orangis;railStation
47181;1097248-1097249;2014-12-29T00:00:00+00:00;2021-10-22T10:53:28+00:00;Provins;722311;6828410;62139;77379;Provins;railStation
47874;1096605-1096528;2014-12-29T00:00:00+00:00;2021-10-22T10:53:17+00:00;Poissy;629725;6870790;64883;78498;Poissy;railStation
47878;1106031-1106030;2014-12-29T00:00:00+00:00;2021-10-22T10:53:09+00:00;Parc des Expositions;664461;6874956;73568;93078;Villepinte;railStation
462901;1106623-1661476;2019-01-15T00:00:00+00:00;2021-10-22T10:53:07+00:00;Ozoir-la-Ferrière;677225;6852341;462934;77350;Ozoir-la-Ferrière;railStation
48489;1106659-1106658;2014-12-29T00:00:00+00:00;2021-10-22T10:53:04+00:00;Orangis Bois de l'Épine;656356;6837514;60542;91521;Ris-Orangis;railStation
47943;1244777-1244778;2014-12-29T00:00:00+00:00;2021-10-22T10:52:46+00:00;Mouroux;703162;6857071;67944;77320;Mouroux;railStation
47184;1095422-1095439;2014-12-29T00:00:00+00:00;2021-10-22T10:52:43+00:00;Mormant;691749;6834883;62351;77317;Mormant;railStation
47910;1085996-1244776;2014-12-29T00:00:00+00:00;2021-10-22T10:52:34+00:00;Montereau;695745;6808812;61414;77305;Montereau-Fault-Yonne;railStation
43162;1098337-1098325;2014-12-29T00:00:00+00:00;2021-10-22T10:52:30+00:00;Meudon;644403;6857410;70515;92048;Meudon;railStation
46884;1106605-1106606;2014-12-29T00:00:00+00:00;2021-10-22T10:52:18+00:00;Mareil-sur-Mauldre;617284;6866481;64572;78368;Mareil-sur-Mauldre;railStation
43151;1098120-1098121;2014-12-29T00:00:00+00:00;2021-10-22T10:52:01+00:00;Limay;608321;6876757;65788;78335;Limay;railStation
54249;54249-65985;2014-12-29T15:31:51+00:00;2021-10-22T10:51:50+00:00;Les Clairières de Verneuil;623544;6877477;65985;78642;Verneuil-sur-Seine;railStation
43227;43227-70064;2014-12-29T15:31:51+00:00;2021-10-22T10:51:50+00:00;Les Ardoines;656618;6853762;70064;94081;Vitry-sur-Seine;railStation
43235;1096761-1096760;2014-12-29T00:00:00+00:00;2021-10-22T10:51:44+00:00;Le Perray;615848;6844299;62804;78486;Le Perray-en-Yvelines;railStation
427872;1096012-1096013;2018-02-22T00:00:00+00:00;2021-10-22T10:51:35+00:00;Lagny - Thorigny;678435;6864726;68494;77464;Thorigny-sur-Marne;railStation
43144;1086011-1086012;2014-12-29T00:00:00+00:00;2021-10-22T10:51:28+00:00;La Grande-Paroisse;692365;6808708;61412;77210;La Grande-Paroisse;railStation
46470;46470-1095513;2014-12-29T15:31:51+00:00;2021-10-22T10:51:19+00:00;La Barre Ormesson;649970;6874253;65360;95197;Deuil-la-Barre;railStation
43137;1095509-1095508;2014-12-29T00:00:00+00:00;2021-10-22T10:51:18+00:00;Juziers;615473;6877542;65988;78327;Juziers;railStation
43084;43084-1095085;2014-12-29T15:31:51+00:00;2021-10-22T10:51:12+00:00;Issy;645510;6857953;70612;92040;Issy-les-Moulineaux;railStation
43134;1092880-1092881;2014-12-29T00:00:00+00:00;2021-10-22T10:51:00+00:00;Guillerval;630370;6808634;59450;91294;Guillerval;railStation
46832;1092213-1092214;2014-12-29T00:00:00+00:00;2021-10-22T10:40:48+00:00;Gazeran;609590;6836907;60454;78269;Gazeran;railStation
47322;1088609-1647361;2014-12-29T00:00:00+00:00;2021-10-22T10:39:54+00:00;Esbly;686045;6867005;68653;77171;Esbly;railStation
415484;1085709-1085715;2015-04-07T00:00:00+00:00;2021-10-22T10:39:35+00:00;Égly;642724;6831671;60052;91207;Égly;railStation
473159;1119570-1119571;2019-03-11T00:00:00+00:00;2021-10-22T10:39:29+00:00;Deuil - Montmagny;651548;6875312;65562;95197;Deuil-la-Barre;railStation
46736;1119568-1274416;2014-12-29T00:00:00+00:00;2021-10-22T10:39:26+00:00;Dammartin - Juilly - Saint-Mard;677992;6881404;69254;77420;Saint-Mard;railStation
47491;1091502-1091532;2014-12-29T00:00:00+00:00;2021-10-22T10:39:25+00:00;Crouy-sur-Ourcq;704577;6888008;69435;77148;Crouy-sur-Ourcq;railStation
43115;1086377-1086376;2014-12-29T00:00:00+00:00;2021-10-22T10:39:16+00:00;Corbeil-Essonnes;661112;6834912;60309;91174;Corbeil-Essonnes;railStation
46731;1091051-1091193;2014-12-29T00:00:00+00:00;2021-10-22T10:39:12+00:00;Compans;675480;6876874;69136;77123;Compans;railStation
43113;1091050-1091169;2014-12-29T00:00:00+00:00;2021-10-22T10:39:10+00:00;Colombes;645724;6869585;72244;92025;Colombes;railStation
47883;1119558-1119559;2014-12-29T00:00:00+00:00;2021-10-22T10:38:58+00:00;Chaville - Vélizy;640020;6855821;69487;78686;Viroflay;railStation
43108;43108-1089089;2014-12-29T15:31:51+00:00;2021-10-22T10:38:56+00:00;Chaville Rive Gauche;640467;6856429;73718;92022;Chaville;railStation
47591;47591-67016;2014-12-29T15:31:51+00:00;2021-10-22T10:38:53+00:00;Chaponval;637236;6885816;67016;95039;Auvers-sur-Oise;railStation
47928;1119550-1274415;2014-12-29T00:00:00+00:00;2021-10-22T10:38:52+00:00;Changis - Saint-Jean;701910;6873246;68980;77084;Changis-sur-Marne;railStation
43100;1086042-1086041;2014-12-29T00:00:00+00:00;2021-10-22T10:38:34+00:00;Bréval;593192;6872484;65051;78107;Bréval;railStation
47924;1085176-1085177;2014-12-29T00:00:00+00:00;2021-10-22T10:38:24+00:00;Boussy-Saint-Antoine;665633;6842403;62596;91097;Boussy-Saint-Antoine;railStation
47517;1119542-1119543;2014-12-29T00:00:00+00:00;2021-10-22T10:38:16+00:00;Bouffémont - Moisselles;650499;6883015;66795;95091;Bouffémont;railStation
46984;1087957-1087895;2014-12-29T00:00:00+00:00;2021-10-22T10:38:15+00:00;Bonnières;596329;6883035;66741;78089;Bonnières-sur-Seine;railStation
43091;1087585-1087567;2014-12-29T00:00:00+00:00;2021-10-22T10:38:05+00:00;Bièvres;642371;6850370;63404;91064;Bièvres;railStation
47926;1307237-1416452;2014-12-29T00:00:00+00:00;2021-07-28T10:53:31+00:00;Gare de Chailly Boissy le Chatel;711199;6857152;67942;77070;Chailly-en-Brie;railStation
411501;1098912-1098913;2015-01-26T00:00:00+00:00;2019-04-24T10:43:01+00:00;Saint-Piat;595930;6827854;411502;28357;Saint-Piat;railStation
411452;1085931-1085930;2015-01-26T00:00:00+00:00;2019-04-24T10:42:59+00:00;Sens;719866;6788686;411453;89387;Sens;railStation
411504;413114-413116;2015-01-26T15:12:05+00:00;2019-04-24T10:42:45+00:00;La Villette Saint-Prest;590956;6821276;411505;28358;Saint-Prest;railStation
47938;1098611-1098612;2014-12-29T00:00:00+00:00;2019-04-24T10:42:44+00:00;La Ferté-Gaucher;721865;6853665;73754;77182;La Ferté-Gaucher;railStation
411461;1085944-1085945;2015-01-26T00:00:00+00:00;2019-04-24T10:42:32+00:00;Champigny-sur-Yonne;709647;6802662;411462;89074;Champigny;railStation
411317;1087035-1087036;2015-01-26T00:00:00+00:00;2019-04-24T10:42:27+00:00;Beauvais;633841;6925581;411318;60057;Beauvais;railStation
58718;1119719-1304195;2014-12-29T00:00:00+00:00;2026-06-16T09:18:36+00:00;Haussmann Saint-Lazare;650758;6864095;73688;75109;Paris 9e;railStation
43216;1801069-1099979;2014-12-29T00:00:00+00:00;2026-05-20T09:26:41+00:00;Vaucresson;637806;6859959;70705;92076;Vaucresson;railStation
45493;1801063-1178429;2014-12-29T15:31:51+00:00;2026-05-20T09:24:47+00:00;Pont Cardinet;649620;6865595;71475;75117;Paris 17e;railStation
43112;1801037-1119563;2014-12-29T00:00:00+00:00;2026-05-20T09:16:07+00:00;Clichy - Levallois;648494;6866617;72073;92044;Levallois-Perret;railStation
43241;1801032-69503;2014-12-29T15:31:51+00:00;2026-05-20T09:15:48+00:00;Chaville Rive Droite;640415;6857298;69503;92022;Chaville;railStation
44877;1347558-655066;2014-12-29T00:00:00+00:00;2026-04-27T15:17:01+00:00;Saint-Michel Notre-Dame;651934;6861642;73620;75105;Paris 5e;railStation
43203;1604668-1098891;2014-12-29T00:00:00+00:00;2024-08-13T12:53:45+00:00;Saint-Ouen;650349;6867386;72126;93070;Saint-Ouen;railStation
45824;1570774-1096324;2014-12-29T00:00:00+00:00;2024-05-14T06:40:34+00:00;Le Coudray-Montceaux;662550;6829673;59953;91179;Le Coudray-Montceaux;railStation
47115;1570770-1119830;2014-12-29T00:00:00+00:00;2024-05-14T06:37:34+00:00;Saint-Martin d'Étampes;636769;6814476;59531;91223;Étampes;railStation
47046;47046-62825;2014-12-29T15:31:51+00:00;2024-04-11T08:09:37+00:00;La Hacquinière;637559;6844241;62825;91122;Bures-sur-Yvette;railStation
47940;1119732-1119733;2014-12-29T00:00:00+00:00;2024-04-11T08:09:37+00:00;Massy - Verrières;646605;6848560;63320;91377;Massy;railStation
58792;1119855-1119856;2014-12-29T00:00:00+00:00;2024-04-11T08:09:37+00:00;Sucy - Bonneuil;663805;6852553;72929;94071;Sucy-en-Brie;railStation
43146;1119620-1119621;2014-12-29T00:00:00+00:00;2024-04-11T08:09:37+00:00;La Varenne - Chennevières;664242;6855137;72998;94068;Saint-Maur-des-Fossés;railStation
43066;1103098-1103099;2014-12-29T00:00:00+00:00;2024-04-11T08:09:37+00:00;Antony;648604;6850730;69759;92002;Antony;railStation
43067;1119536-1119537;2014-12-29T00:00:00+00:00;2024-04-11T08:09:37+00:00;Arcueil - Cachan;650645;6855611;70263;94016;Cachan;railStation
43213;999512-1549391;2014-12-29T00:00:00+00:00;2024-04-11T08:09:37+00:00;Val d'Europe;683301;6861669;68266;77111;Chessy;railStation
43234;43234-70359;2014-12-29T15:31:51+00:00;2024-04-11T08:09:37+00:00;Le Parc de Saint-Maur;662294;6856270;70359;94068;Saint-Maur-des-Fossés;railStation
470195;1347557-655322;2019-03-06T00:00:00+00:00;2024-04-11T08:09:37+00:00;Gare de Lyon;654230;6860553;73626;75112;Paris 12e;railStation
473875;1106207-71673;2019-03-26T00:00:00+00:00;2024-04-11T08:09:37+00:00;Nation;655671;6861079;71673;75112;Paris 12e;railStation
473890;1239085-1244774;2019-03-26T00:00:00+00:00;2024-04-11T08:09:37+00:00;Denfert-Rochereau;651054;6859443;71056;75114;Paris 14e;railStation
47158;1524030-1087767;2014-12-29T00:00:00+00:00;2023-12-28T09:55:38+00:00;Nangis;700898;6829055;62168;77327;Nangis;railStation
46847;1490098-1183909;2014-12-29T00:00:00+00:00;2023-07-27T09:55:05+00:00;Gare de Villiers Neauphle Pontchartrain;617578;6857836;424296;78683;Villiers-Saint-Frédéric;railStation
43204;43204-655337;2014-12-29T15:31:51+00:00;2023-03-03T14:39:42+00:00;Stade de France Saint-Denis;652396;6868830;72206;93066;Saint-Denis;railStation
47964;1119872-1274427;2014-12-29T00:00:00+00:00;2022-02-15T16:26:02+00:00;Vernouillet - Verneuil;625555;6876225;65691;78642;Verneuil-sur-Seine;railStation
43154;1119723-1533244;2014-12-29T00:00:00+00:00;2022-01-19T15:38:52+00:00;Maisons-Alfort - Alfortville;657872;6855942;73625;94002;Alfortville;railStation
43251;1119613-1119614;2014-12-29T00:00:00+00:00;2022-01-19T15:38:28+00:00;Garges - Sarcelles;655342;6875326;65582;95268;Garges-lès-Gonesse;railStation
43238;1347565-1115729;2014-12-29T00:00:00+00:00;2021-10-25T17:04:29+00:00;Gare Montparnasse;649824;6860035;71139;75115;Paris 15e;railStation
43226;1106279-1106280;2014-12-29T00:00:00+00:00;2021-10-22T11:00:02+00:00;Yerres;661970;6845270;63044;91691;Yerres;railStation
46725;1119876-1119877;2014-12-29T00:00:00+00:00;2021-10-22T10:59:40+00:00;Villeparisis - Mitry-le-Neuf;670940;6872651;68916;77294;Mitry-Mory;railStation
47904;1100299-1100300;2014-12-29T00:00:00+00:00;2021-10-22T10:59:33+00:00;Villabé;660291;6832647;60124;91659;Villabé;railStation
43220;43220-73721;2014-12-29T15:31:51+00:00;2021-10-22T10:59:27+00:00;Versailles Château Rive Gauche;636107;6855889;73721;78646;Versailles;railStation
43217;1099996-1099997;2014-12-29T00:00:00+00:00;2021-10-22T10:59:24+00:00;Vaux-sur-Seine;624135;6879102;66338;78638;Vaux-sur-Seine;railStation
47922;1099760-1099761;2014-12-29T00:00:00+00:00;2021-10-22T10:59:16+00:00;Us;624819;6889348;67131;95625;Us;railStation
47962;1099758-1099759;2014-12-29T00:00:00+00:00;2021-10-22T10:59:16+00:00;Trilport;696315;6873358;68984;77475;Trilport;railStation
43208;1099636-1099637;2014-12-29T00:00:00+00:00;2021-10-22T10:59:12+00:00;Tournan;682269;6848841;67625;77470;Tournan-en-Brie;railStation
47961;1274423-1274424;2014-12-29T00:00:00+00:00;2021-10-22T10:59:09+00:00;Thomery;682544;6810469;61480;77186;Fontainebleau;railStation
43206;1099552-1099553;2014-12-29T00:00:00+00:00;2021-10-22T10:59:08+00:00;Taverny;643121;6880844;66557;95607;Taverny;railStation
47665;1119849-1119850;2014-12-29T00:00:00+00:00;2021-10-22T10:58:56+00:00;Savigny-le-Temple - Nandy;669319;6832890;62290;77445;Savigny-le-Temple;railStation
47953;1098809-1098765;2014-12-29T00:00:00+00:00;2021-10-22T10:58:40+00:00;Saint-Mammès;686414;6809165;61423;77419;Saint-Mammès;railStation
45814;45814-62172;2014-12-29T15:31:51+00:00;2021-10-22T10:58:36+00:00;Saint-Fargeau;666252;6829520;62172;77407;Saint-Fargeau-Ponthierry;railStation
43183;43183-63886;2014-12-29T15:31:51+00:00;2021-10-22T10:53:23+00:00;Porchefontaine;637725;6855496;63886;78646;Versailles;railStation
43180;1096400-1096399;2014-12-29T00:00:00+00:00;2021-10-22T10:53:13+00:00;Pierrelaye;638159;6880250;66491;95488;Pierrelaye;railStation
44201;1106464-1106463;2014-12-29T00:00:00+00:00;2021-10-22T10:53:03+00:00;Noisy-le-Sec;660350;6866431;72041;93053;Noisy-le-Sec;railStation
47942;1095458-1095457;2014-12-29T00:00:00+00:00;2021-10-22T10:52:44+00:00;Mortcerf;693202;6854393;67805;77318;Mortcerf;railStation
47125;1095160-1095161;2014-12-29T00:00:00+00:00;2021-10-22T10:52:38+00:00;Montigny-sur-Loing;680609;6804052;61327;77312;Montigny-sur-Loing;railStation
46850;1119738-1119739;2014-12-29T00:00:00+00:00;2021-10-22T10:52:34+00:00;Montfort-l'Amaury - Méré;613026;6856495;63955;78389;Méré;railStation
46897;1119734-1119735;2014-12-29T00:00:00+00:00;2021-10-22T10:52:31+00:00;Meulan - Hardricourt;619678;6878991;66321;78299;Hardricourt;railStation
43161;1106638-1647360;2014-12-29T00:00:00+00:00;2021-10-22T10:52:26+00:00;Meaux;690722;6872970;68963;77284;Meaux;railStation
43159;1115707-1244783;2014-12-29T00:00:00+00:00;2021-10-22T10:52:21+00:00;Marolles-en-Hurepoix;647681;6829726;59948;91376;Marolles-en-Hurepoix;railStation
43236;1097649-1097648;2014-12-29T00:00:00+00:00;2021-10-22T10:51:47+00:00;Le Stade;645852;6870447;72287;92025;Colombes;railStation
43149;1096095-1096097;2014-12-29T00:00:00+00:00;2021-10-22T10:51:36+00:00;Lardy;644986;6824746;59761;91330;Lardy;railStation
47939;1119618-1119619;2014-12-29T00:00:00+00:00;2021-10-22T10:51:30+00:00;La Norville - Saint-Germain-lès-Arpajon;645886;6832575;60115;91457;La Norville;railStation
43131;1092772-1092782;2014-12-29T00:00:00+00:00;2021-10-22T10:50:44+00:00;Gretz-Armainvilliers;679939;6849628;67658;77215;Gretz-Armainvilliers;railStation
43129;1162902-1092071;2014-12-29T00:00:00+00:00;2021-10-22T10:40:44+00:00;Gargenville;612828;6876554;65732;78267;Gargenville;railStation
43072;43072-71135;2014-12-29T15:31:51+00:00;2021-10-22T10:40:40+00:00;Gare d'Austerlitz;653600;6860215;71135;75113;Paris 13e;railStation
43044;1091839-1091847;2014-12-29T00:00:00+00:00;2021-10-22T10:40:39+00:00;Gagny;665195;6864961;73278;93032;Gagny;railStation
47884;1091697-1091698;2014-12-29T00:00:00+00:00;2021-10-22T10:40:38+00:00;Fontenay-le-Fleury;629548;6856783;63999;78242;Fontenay-le-Fleury;railStation
47906;1119595-1119596;2014-12-29T00:00:00+00:00;2021-10-22T10:40:28+00:00;Évry - Courcouronnes;657994;6836340;60450;91228;Evry-Courcouronnes;railStation
43079;1119582-1119583;2014-12-29T00:00:00+00:00;2021-10-22T10:39:46+00:00;Éragny - Neuville;633479;6880160;66484;95218;Éragny;railStation
43073;1119574-1119575;2014-12-29T00:00:00+00:00;2021-10-22T10:39:34+00:00;Écouen - Ézanville;653355;6880555;66533;95229;Ézanville;railStation
47447;1091306-1091323;2014-12-29T00:00:00+00:00;2021-10-22T10:39:15+00:00;Conflans-Sainte-Honorine;634049;6877820;66095;78172;Conflans-Sainte-Honorine;railStation
43114;43114-73605;2014-12-29T15:31:51+00:00;2021-10-22T10:39:13+00:00;Conflans Fin d'Oise;632280;6877200;73605;78172;Conflans-Sainte-Honorine;railStation
45771;1119564-1119565;2014-12-29T00:00:00+00:00;2021-10-22T10:39:11+00:00;Combs-la-Ville - Quincy;666693;6840946;62558;77122;Combs-la-Ville;railStation
47932;1091130-1091144;2014-12-29T00:00:00+00:00;2021-10-22T10:39:09+00:00;Coignières;620691;6849834;63369;78168;Coignières;railStation
43111;1091057-1549511;2014-12-29T00:00:00+00:00;2021-10-22T10:39:07+00:00;Clamart;646706;6857373;70505;92023;Clamart;railStation
46035;46035-69682;2014-12-29T15:31:51+00:00;2021-10-22T10:39:01+00:00;Chemin d'Antony;649462;6849978;69682;92002;Antony;railStation
43106;1088898-1088837;2014-12-29T00:00:00+00:00;2021-10-22T10:38:50+00:00;Champagne-sur-Seine;685118;6811905;61537;77079;Champagne-sur-Seine;railStation
43105;43105-65752;2014-12-29T15:31:51+00:00;2021-10-22T10:38:41+00:00;Cernay;645619;6876391;65752;95219;Ermont;railStation
47897;47897-66858;2014-12-29T15:31:51+00:00;2021-10-22T10:38:40+00:00;Cergy Saint-Christophe;629423;6883739;66858;95127;Cergy;railStation
43104;43104-841013;2014-12-29T15:31:51+00:00;2021-10-22T10:38:39+00:00;Cergy le Haut;627744;6883603;66834;95127;Cergy;railStation
47533;1088265-1088266;2014-12-29T00:00:00+00:00;2021-10-22T10:38:36+00:00;Bruyères-sur-Oise;650744;6895249;67325;95116;Bruyères-sur-Oise;railStation
47925;1119544-1119545;2014-12-29T00:00:00+00:00;2021-10-22T10:38:30+00:00;Breuillet - Bruyères-le-Châtel;640416;6831126;60028;91105;Breuillet;railStation
411446;1085529-1085530;2015-01-26T00:00:00+00:00;2021-10-22T10:38:13+00:00;Bonneval;580080;6788566;411447;28051;Bonneval;railStation
51238;1087675-1087680;2014-12-29T00:00:00+00:00;2021-10-22T10:38:08+00:00;Bois-Colombes;646618;6868491;72179;92009;Bois-Colombes;railStation
47524;1119540-1119541;2014-12-29T00:00:00+00:00;2021-10-22T10:38:02+00:00;Belloy - Saint-Martin;653356;6888917;67126;95056;Belloy-en-France;railStation
47119;1086892-1086949;2014-12-29T00:00:00+00:00;2021-10-22T10:37:44+00:00;Bagneaux-sur-Loing;678022;6792157;61145;77016;Bagneaux-sur-Loing;railStation
43070;1119538-1119539;2014-12-29T00:00:00+00:00;2021-10-22T10:37:37+00:00;Aubergenville Élisabethville;615734;6875324;65490;78029;Aubergenville;railStation
46395;1085072-1085073;2014-12-29T00:00:00+00:00;2021-10-22T10:37:37+00:00;Athis-Mons;656124;6846002;63134;91027;Athis-Mons;railStation
47931;1307330-1307331;2014-12-29T00:00:00+00:00;2021-07-28T12:43:56+00:00;Gare de Chauffry;712835;6856815;73783;77436;Saint-Siméon;railStation
411498;1095310-1095311;2015-01-26T00:00:00+00:00;2019-07-03T10:57:02+00:00;Jouy;593451;6824270;411499;28201;Jouy;railStation
411458;1085954-1085955;2015-01-26T00:00:00+00:00;2019-04-24T10:42:56+00:00;Pont-sur-Yonne;714970;6798449;411459;89309;Pont-sur-Yonne;railStation
411467;1085939-1085940;2015-01-26T00:00:00+00:00;2019-04-24T10:42:42+00:00;Joigny;729374;6763769;411468;89206;Joigny;railStation
42164;1497338-1497337;2014-12-29T00:00:00+00:00;2025-05-13T15:43:19+00:00;Aéroport d’Orly (Terminaux 1-2-3);652891;6847909;63284;91479;Paray-Vieille-Poste;railStation
43097;1607888-1105903;2014-12-29T00:00:00+00:00;2024-09-07T16:26:04+00:00;Bourg-la-Reine;649466;6853572;70033;92014;Bourg-la-Reine;railStation
43201;1098709-1098710;2014-12-29T00:00:00+00:00;2024-09-01T12:39:46+00:00;Saint-Gratien;647703;6873981;65305;95555;Saint-Gratien;railStation
411488;1835301-1119607;2015-01-26T00:00:00+00:00;2026-08-25T13:26:34+00:00;Ferrières - Fontenay;683033;6777304;411489;45148;Fontenay-sur-Loing;railStation
411396;1835296-1091465;2015-01-26T00:00:00+00:00;2026-08-25T13:16:22+00:00;Crépy-en-Valois;691848;6903493;411397;60176;Crépy-en-Valois;railStation
59038;1835245-1119875;2014-12-29T00:00:00+00:00;2026-08-25T09:37:17+00:00;Vernon - Giverny;588819;6889048;74127;27681;Vernon;railStation
411348;1835244-1549500;2015-01-26T00:00:00+00:00;2026-08-25T09:36:46+00:00;Lavilletertre;621327;6900833;411349;60356;Lavilletertre;railStation
411428;1835237-1119555;2015-01-26T00:00:00+00:00;2026-08-25T09:18:58+00:00;Chantilly - Gouvieux;660594;6898723;411429;60141;Chantilly;railStation
47954;1822269-1822270;2014-12-29T00:00:00+00:00;2026-07-15T14:57:24+00:00;Saint-Nom-la-Bretèche - Forêt de Marly;630406;6863425;64382;78224;L'Étang-la-Ville;railStation
43078;1713127-1119579;2014-12-29T00:00:00+00:00;2026-01-08T09:27:00+00:00;Épinay - Villetaneuse;650845;6873317;65227;93031;Épinay-sur-Seine;railStation
43179;1713065-1119816;2014-12-29T00:00:00+00:00;2026-01-08T09:25:50+00:00;Pierrefitte - Stains;653893;6873830;72787;93066;Saint-Denis;railStation
473843;1105941-1336948;2019-03-25T00:00:00+00:00;2025-09-03T07:51:19+00:00;Cité Universitaire;651457;6858141;70623;75114;Paris 14e;railStation
